1,10,25,40,50,100,200,400,800,1600,profile,role,vendor,best_module,solution_linecards,solution_cost
0,0,0,0,0,44,0,6,0,0,enterprise,leaf,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,66,26,4,0,0,ai_gpu,tor,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,0,24,2,4,0,ai_gpu,edge,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,58,0,0,0,2,0,0,0,0,enterprise,leaf,juniper,QFX5110-32Q,['QFX5110-32Q'],4790.793782282743
0,0,0,0,0,32,0,0,0,0,cloud_50g,spine,juniper,QFX5120-32C,['QFX5120-32C'],4790.793782282743
0,0,0,0,0,112,0,0,0,0,cloud_50g,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,0,0,36,0,0,ai_gpu,leaf,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,0,0,0,36,0,cloud,spine,juniper,QFX5240-64OD,['QFX5240-64OD'],88050.83098941126
0,0,0,0,0,28,0,4,0,0,enterprise,edge,juniper,QFX5130,['QFX5130'],20538.58256133803
20,2,0,0,0,0,0,0,0,0,enterprise,edge,juniper,QFX5100-48T,['QFX5100-48T'],1000.4585987527388
0,0,0,0,34,0,4,0,0,0,cloud_50g,tor,juniper,,[],
0,58,8,0,0,0,0,0,0,0,enterprise,leaf,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,16,4,0,0,0,0,cloud_50g,edge,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,0,52,0,0,0,0,enterprise,edge,juniper,QFX10002-60C,['QFX10002-60C'],9269.55344760957
0,0,0,0,0,38,0,0,0,0,cloud,edge,juniper,QFX10002-60C,['QFX10002-60C'],9269.55344760957
0,34,14,0,0,0,0,0,0,0,enterprise,edge,juniper,QFX5200-48Y,['QFX5200-48Y'],2618.4008323672333
0,0,0,0,0,0,0,76,10,0,cloud,tor,juniper,QFX5240-64OD,['QFX5240-64OD'],88050.83098941126
0,0,46,0,0,4,0,0,0,0,enterprise,edge,juniper,QFX5200-48Y,['QFX5200-48Y'],2618.4008323672333
0,0,0,0,26,0,4,0,0,0,cloud_50g,tor,juniper,,[],
0,0,0,0,0,0,0,0,14,0,ai_gpu,spine,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,52,0,0,4,0,0,0,0,enterprise,leaf,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,0,0,58,0,18,0,cloud,leaf,juniper,QFX5240-64OD,['QFX5240-64OD'],88050.83098941126
0,0,0,0,26,16,4,0,0,0,cloud_50g,leaf,juniper,,[],
0,0,0,0,0,0,64,0,0,0,cloud_50g,spine,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,0,24,8,6,0,ai_gpu,edge,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,54,0,0,6,0,4,0,0,ai_gpu,edge,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,72,0,10,6,0,ai_gpu,tor,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,0,0,14,6,2,0,ai_gpu,edge,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,52,0,8,0,0,0,cloud_50g,tor,juniper,,[],
0,0,0,0,0,0,0,54,0,0,cloud,leaf,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,0,10,0,0,0,enterprise,spine,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,60,0,4,0,2,0,0,0,0,enterprise,tor,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,4,2,0,0,0,0,cloud_50g,edge,juniper,QFX5120-48T,['QFX5120-48T'],1531.4222168626673
0,0,0,0,0,0,28,12,4,0,ai_gpu,tor,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,0,0,62,0,0,0,enterprise,spine,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,18,0,14,0,0,0,0,0,enterprise,leaf,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,0,100,0,0,0,0,cloud_50g,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,72,0,20,0,0,cloud,leaf,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,32,0,0,4,0,0,0,0,enterprise,edge,juniper,QFX5200-48Y,['QFX5200-48Y'],2618.4008323672333
0,0,0,0,0,0,0,24,14,0,ai_gpu,tor,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,40,0,0,0,0,0,cloud_50g,spine,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,42,0,0,8,0,0,cloud_50g,edge,juniper,,[],
0,0,0,0,0,0,36,4,8,0,ai_gpu,edge,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,0,36,0,0,0,0,enterprise,edge,juniper,QFX10002-60C,['QFX10002-60C'],9269.55344760957
0,0,0,0,72,8,0,4,0,0,cloud_50g,leaf,juniper,,[],
0,0,0,0,0,68,0,0,0,0,enterprise,leaf,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,60,26,8,0,0,ai_gpu,tor,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,58,0,8,0,0,0,cloud_50g,tor,juniper,,[],
0,0,36,0,0,6,0,0,0,0,enterprise,leaf,juniper,QFX5200-48Y,['QFX5200-48Y'],2618.4008323672333
0,0,0,0,0,68,0,0,0,0,cloud_50g,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,0,0,34,0,0,ai_gpu,spine,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,28,10,0,0,0,0,0,0,0,enterprise,edge,juniper,QFX5200-48Y,['QFX5200-48Y'],2618.4008323672333
0,0,48,0,0,2,0,2,0,0,ai_gpu,edge,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,56,0,0,0,0,0,cloud_50g,spine,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,0,0,0,0,24,0,ai_gpu,spine,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,90,0,0,4,0,0,cloud_50g,tor,juniper,,[],
0,0,0,0,0,0,20,0,0,0,cloud,spine,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,62,0,26,0,0,cloud,leaf,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,48,0,8,0,0,0,cloud_50g,edge,juniper,,[],
0,0,0,0,0,8,0,2,0,0,enterprise,edge,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,6,2,0,0,0,cloud_50g,edge,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,0,36,22,0,0,cloud,edge,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,18,10,0,0,0,0,cloud,leaf,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,32,0,2,0,0,0,enterprise,leaf,juniper,,[],
0,0,48,0,12,2,0,0,0,0,enterprise,tor,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,0,102,0,0,0,0,cloud,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,0,0,28,10,0,ai_gpu,tor,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,0,34,6,0,0,0,cloud,edge,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,44,12,0,0,0,0,cloud_50g,tor,juniper,,[],
0,0,0,0,50,0,4,8,0,0,cloud_50g,leaf,juniper,,[],
0,0,0,0,0,0,0,0,22,0,ai_gpu,leaf,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,0,78,0,0,0,0,enterprise,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,0,0,20,0,0,cloud,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,0,44,0,0,0,enterprise,spine,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,0,0,30,0,0,ai_gpu,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,70,10,6,0,0,0,cloud_50g,leaf,juniper,,[],
0,0,0,0,0,0,0,14,0,0,cloud,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,22,6,0,0,2,0,0,0,0,enterprise,tor,juniper,QFX5200-48Y,['QFX5200-48Y'],2618.4008323672333
0,0,0,0,0,44,0,0,0,0,enterprise,spine,juniper,QFX10002-60C,['QFX10002-60C'],9269.55344760957
0,0,0,0,8,6,0,0,0,0,cloud_50g,edge,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,0,0,0,60,0,0,enterprise,spine,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,0,0,4,0,0,ai_gpu,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,38,14,0,0,0,cloud_50g,edge,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,26,0,0,2,0,2,0,0,enterprise,tor,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,0,0,0,32,0,enterprise,spine,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,84,0,4,4,0,0,cloud_50g,leaf,juniper,,[],
0,0,0,0,0,26,0,0,0,0,enterprise,spine,juniper,QFX5120-32C,['QFX5120-32C'],4790.793782282743
0,0,0,0,0,36,10,0,0,0,cloud_50g,edge,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,60,14,0,0,0,0,cloud_50g,tor,juniper,,[],
0,0,0,0,0,26,0,0,0,0,cloud,edge,juniper,QFX5120-32C,['QFX5120-32C'],4790.793782282743
0,10,6,0,0,0,0,0,0,0,enterprise,edge,juniper,QFX5200-48Y,['QFX5200-48Y'],2618.4008323672333
0,0,0,0,0,0,10,4,0,0,cloud,edge,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,0,36,4,6,0,ai_gpu,edge,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,0,126,0,0,0,0,cloud,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,52,0,18,0,0,cloud,edge,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,0,0,22,0,0,cloud,leaf,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,74,0,12,0,0,0,cloud_50g,tor,juniper,,[],
0,76,2,0,0,2,0,0,0,0,enterprise,tor,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,12,2,0,0,0,0,enterprise,leaf,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,0,0,8,4,0,0,cloud,edge,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,60,32,4,0,0,0,cloud_50g,leaf,juniper,,[],
0,0,0,0,38,0,0,8,0,0,cloud,leaf,juniper,,[],
0,0,74,0,0,0,0,4,0,0,cloud,leaf,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,38,0,6,0,0,0,cloud_50g,tor,juniper,,[],
0,0,0,0,0,0,0,0,24,0,ai_gpu,leaf,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,42,0,0,6,0,0,0,0,cloud,leaf,juniper,QFX5200-48Y,['QFX5200-48Y'],2618.4008323672333
0,0,8,2,0,0,0,0,0,0,enterprise,leaf,juniper,QFX5200-48Y,['QFX5200-48Y'],2618.4008323672333
0,0,0,0,0,54,0,8,0,0,ai_gpu,edge,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,0,50,30,0,0,cloud,edge,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,52,0,10,0,0,cloud,tor,juniper,QFX5130,['QFX5130'],20538.58256133803
0,12,2,0,0,0,0,0,0,0,enterprise,edge,juniper,QFX5200-48Y,['QFX5200-48Y'],2618.4008323672333
0,0,0,0,0,4,0,0,0,0,enterprise,edge,juniper,QFX5110-48S,['QFX5110-48S'],1235.1133211217184
0,0,0,0,0,0,0,0,24,0,ai_gpu,leaf,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
52,2,0,2,0,0,0,0,0,0,enterprise,tor,juniper,QFX10008,['QFX10000-60S-6Q'],83399.20036498051
0,0,0,0,0,52,0,24,0,0,cloud,tor,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,38,0,10,0,0,0,cloud_50g,edge,juniper,,[],
0,0,0,0,0,0,0,60,0,0,ai_gpu,spine,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,76,0,0,0,0,enterprise,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,0,14,0,0,0,enterprise,spine,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,86,0,0,0,0,cloud,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,52,16,0,0,0,0,cloud_50g,tor,juniper,,[],
0,0,0,0,0,36,0,12,2,0,ai_gpu,edge,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,46,0,0,4,0,2,0,0,0,enterprise,tor,juniper,,[],
0,0,0,0,0,60,8,6,0,0,cloud,tor,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,8,0,2,0,0,0,cloud_50g,edge,juniper,,[],
0,0,0,0,38,12,0,6,0,0,ai_gpu,edge,juniper,,[],
0,0,0,0,0,0,0,0,18,0,ai_gpu,spine,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,0,40,0,10,4,0,ai_gpu,tor,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,0,0,0,72,0,0,ai_gpu,leaf,juniper,QFX5240-64OD,['QFX5240-64OD'],88050.83098941126
0,0,0,0,0,0,0,36,10,0,cloud,tor,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,0,72,0,0,0,0,cloud_50g,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,0,0,26,0,0,ai_gpu,spine,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,48,0,16,0,0,ai_gpu,edge,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,0,0,0,30,0,ai_gpu,spine,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,0,0,32,0,0,0,cloud_50g,spine,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,0,0,0,32,0,ai_gpu,leaf,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,0,0,0,10,4,0,cloud,edge,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,24,18,0,0,0,0,cloud,edge,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,0,0,0,36,0,0,enterprise,edge,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,48,0,0,0,0,0,0,enterprise,spine,juniper,QFX10002-72Q,['QFX10002-72Q'],4289.059906037728
0,0,0,0,0,0,0,56,0,0,ai_gpu,spine,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,0,0,0,16,0,enterprise,spine,juniper,QFX5241-32OD,['QFX5241-32OD'],42560.63330635309
0,0,0,0,0,8,2,0,0,0,cloud_50g,edge,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,58,0,0,2,0,2,0,0,ai_gpu,edge,juniper,QFX5130,['QFX5130'],20538.58256133803
0,0,0,0,0,36,12,0,0,0,cloud_50g,edge,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,32,10,0,0,0,0,cloud_50g,tor,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,0,0,36,0,8,0,0,0,cloud_50g,edge,juniper,,[],
0,0,0,0,0,56,6,16,0,0,ai_gpu,tor,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,0,0,0,60,0,0,cloud,spine,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
0,0,0,0,32,12,0,0,0,0,cloud_50g,edge,juniper,QFX5200-32C,['QFX5200-32C'],4790.793782282743
0,0,26,6,0,0,0,0,0,0,enterprise,leaf,juniper,QFX5200-48Y,['QFX5200-48Y'],2618.4008323672333
0,0,0,0,0,0,44,0,0,0,cloud_50g,spine,juniper,QFX5230-64CD,['QFX5230-64CD'],42525.74822234694
